algorithm,seed,frame,episode_return_ext
DQN,1,13498,115.0
DQN,1,13629,131.0
DQN,1,13754,125.0
DQN,1,13881,127.0
DQN,1,13995,114.0
DQN,1,14130,135.0
DQN,1,14258,128.0
DQN,1,14387,129.0
DQN,1,14523,136.0
DQN,1,14672,149.0
DQN,1,14806,134.0
DQN,1,14950,144.0
DQN,1,15097,147.0
DQN,1,15238,141.0
DQN,1,15359,121.0
DQN,1,15521,162.0
DQN,1,15653,132.0
DQN,1,15820,167.0
DQN,1,15969,149.0
DQN,1,16114,145.0
DQN,1,16252,138.0
DQN,1,16396,144.0
DQN,1,16538,142.0
DQN,1,16679,141.0
DQN,1,16799,120.0
DQN,1,16921,122.0
DQN,1,17056,135.0
DQN,1,17209,153.0
DQN,1,17362,153.0
DQN,1,17506,144.0
DQN,1,17688,182.0
DQN,1,17843,155.0
DQN,1,17989,146.0
DQN,1,18117,128.0
DQN,1,18263,146.0
DQN,1,18422,159.0
DQN,1,18585,163.0
DQN,1,18745,160.0
DQN,1,18914,169.0
DQN,1,19298,384.0
DQN,1,19460,162.0
DQN,1,19606,146.0
DQN,1,19771,165.0
DQN,1,19924,153.0
RND-DQN,1,29,29.0
RND-DQN,1,39,10.0
RND-DQN,1,50,11.0
RND-DQN,1,78,28.0
RND-DQN,1,100,22.0
RND-DQN,1,122,22.0
RND-DQN,1,146,24.0
RND-DQN,1,184,38.0
RND-DQN,1,203,19.0
RND-DQN,1,218,15.0
RND-DQN,1,237,19.0
RND-DQN,1,259,22.0
RND-DQN,1,272,13.0
RND-DQN,1,289,17.0
RND-DQN,1,306,17.0
RND-DQN,1,317,11.0
RND-DQN,1,327,10.0
RND-DQN,1,354,27.0
RND-DQN,1,369,15.0
RND-DQN,1,379,10.0
RND-DQN,1,390,11.0
RND-DQN,1,402,12.0
RND-DQN,1,420,18.0
RND-DQN,1,433,13.0
RND-DQN,1,460,27.0
RND-DQN,1,477,17.0
RND-DQN,1,490,13.0
RND-DQN,1,505,15.0
RND-DQN,1,518,13.0
RND-DQN,1,528,10.0
RND-DQN,1,541,13.0
RND-DQN,1,551,10.0
RND-DQN,1,567,16.0
RND-DQN,1,579,12.0
RND-DQN,1,588,9.0
RND-DQN,1,600,12.0
RND-DQN,1,611,11.0
RND-DQN,1,622,11.0
RND-DQN,1,633,11.0
RND-DQN,1,645,12.0
RND-DQN,1,654,9.0
RND-DQN,1,663,9.0
RND-DQN,1,673,10.0
RND-DQN,1,683,10.0
RND-DQN,1,691,8.0
RND-DQN,1,703,12.0
RND-DQN,1,715,12.0
RND-DQN,1,725,10.0
RND-DQN,1,739,14.0
RND-DQN,1,749,10.0
RND-DQN,1,758,9.0
RND-DQN,1,767,9.0
RND-DQN,1,778,11.0
RND-DQN,1,792,14.0
RND-DQN,1,806,14.0
RND-DQN,1,816,10.0
RND-DQN,1,826,10.0
RND-DQN,1,836,10.0
RND-DQN,1,844,8.0
RND-DQN,1,852,8.0
RND-DQN,1,868,16.0
RND-DQN,1,880,12.0
RND-DQN,1,891,11.0
RND-DQN,1,903,12.0
RND-DQN,1,913,10.0
RND-DQN,1,924,11.0
RND-DQN,1,939,15.0
RND-DQN,1,949,10.0
RND-DQN,1,959,10.0
RND-DQN,1,971,12.0
RND-DQN,1,983,12.0
RND-DQN,1,992,9.0
RND-DQN,1,1005,13.0
RND-DQN,1,1014,9.0
RND-DQN,1,1029,15.0
RND-DQN,1,1042,13.0
RND-DQN,1,1062,20.0
RND-DQN,1,1072,10.0
RND-DQN,1,1083,11.0
RND-DQN,1,1094,11.0
RND-DQN,1,1102,8.0
RND-DQN,1,1111,9.0
RND-DQN,1,1122,11.0
RND-DQN,1,1132,10.0
RND-DQN,1,1141,9.0
RND-DQN,1,1151,10.0
RND-DQN,1,1162,11.0
RND-DQN,1,1172,10.0
RND-DQN,1,1183,11.0
RND-DQN,1,1193,10.0
RND-DQN,1,1201,8.0
RND-DQN,1,1211,10.0
RND-DQN,1,1221,10.0
RND-DQN,1,1231,10.0
RND-DQN,1,1242,11.0
RND-DQN,1,1250,8.0
RND-DQN,1,1260,10.0
RND-DQN,1,1269,9.0
RND-DQN,1,1279,10.0
RND-DQN,1,1289,10.0
RND-DQN,1,1298,9.0
RND-DQN,1,1308,10.0
RND-DQN,1,1316,8.0
RND-DQN,1,1326,10.0
RND-DQN,1,1335,9.0
RND-DQN,1,1345,10.0
RND-DQN,1,1360,15.0
RND-DQN,1,1372,12.0
RND-DQN,1,1381,9.0
RND-DQN,1,1391,10.0
RND-DQN,1,1400,9.0
RND-DQN,1,1410,10.0
RND-DQN,1,1420,10.0
RND-DQN,1,1430,10.0
RND-DQN,1,1441,11.0
RND-DQN,1,1451,10.0
RND-DQN,1,1459,8.0
RND-DQN,1,1468,9.0
RND-DQN,1,1478,10.0
RND-DQN,1,1488,10.0
RND-DQN,1,1498,10.0
RND-DQN,1,1509,11.0
RND-DQN,1,1519,10.0
RND-DQN,1,1528,9.0
RND-DQN,1,1537,9.0
RND-DQN,1,1562,25.0
RND-DQN,1,1572,10.0
RND-DQN,1,1582,10.0
RND-DQN,1,1593,11.0
RND-DQN,1,1603,10.0
RND-DQN,1,1613,10.0
RND-DQN,1,1622,9.0
RND-DQN,1,1632,10.0
RND-DQN,1,1642,10.0
RND-DQN,1,1652,10.0
RND-DQN,1,1661,9.0
RND-DQN,1,1670,9.0
RND-DQN,1,1678,8.0
RND-DQN,1,1688,10.0
RND-DQN,1,1698,10.0
RND-DQN,1,1710,12.0
RND-DQN,1,1719,9.0
RND-DQN,1,1728,9.0
RND-DQN,1,1736,8.0
RND-DQN,1,1745,9.0
RND-DQN,1,1753,8.0
RND-DQN,1,1762,9.0
RND-DQN,1,1770,8.0
RND-DQN,1,1779,9.0
RND-DQN,1,1789,10.0
RND-DQN,1,1798,9.0
RND-DQN,1,1808,10.0
RND-DQN,1,1817,9.0
RND-DQN,1,1827,10.0
RND-DQN,1,1837,10.0
RND-DQN,1,1848,11.0
RND-DQN,1,1858,10.0
RND-DQN,1,1868,10.0
RND-DQN,1,1877,9.0
RND-DQN,1,1887,10.0
RND-DQN,1,1897,10.0
RND-DQN,1,1907,10.0
RND-DQN,1,1915,8.0
RND-DQN,1,1925,10.0
RND-DQN,1,1934,9.0
RND-DQN,1,1942,8.0
RND-DQN,1,1953,11.0
RND-DQN,1,1963,10.0
RND-DQN,1,1973,10.0
RND-DQN,1,1982,9.0
RND-DQN,1,1993,11.0
RND-DQN,1,2004,11.0
RND-DQN,1,2014,10.0
RND-DQN,1,2025,11.0
RND-DQN,1,2035,10.0
RND-DQN,1,2045,10.0
RND-DQN,1,2058,13.0
RND-DQN,1,2070,12.0
RND-DQN,1,2083,13.0
RND-DQN,1,2093,10.0
RND-DQN,1,2102,9.0
RND-DQN,1,2113,11.0
RND-DQN,1,2141,28.0
RND-DQN,1,2161,20.0
RND-DQN,1,2170,9.0
RND-DQN,1,2179,9.0
RND-DQN,1,2208,29.0
RND-DQN,1,2217,9.0
RND-DQN,1,2230,13.0
RND-DQN,1,2254,24.0
RND-DQN,1,2266,12.0
RND-DQN,1,2276,10.0
RND-DQN,1,2293,17.0
RND-DQN,1,2304,11.0
RND-DQN,1,2315,11.0
RND-DQN,1,2330,15.0
RND-DQN,1,2344,14.0
RND-DQN,1,2357,13.0
RND-DQN,1,2378,21.0
RND-DQN,1,2387,9.0
RND-DQN,1,2401,14.0
RND-DQN,1,2433,32.0
RND-DQN,1,2444,11.0
RND-DQN,1,2471,27.0
RND-DQN,1,2487,16.0
RND-DQN,1,2499,12.0
RND-DQN,1,2528,29.0
RND-DQN,1,2555,27.0
RND-DQN,1,2581,26.0
RND-DQN,1,2606,25.0
RND-DQN,1,2616,10.0
RND-DQN,1,2644,28.0
RND-DQN,1,2656,12.0
RND-DQN,1,2719,63.0
RND-DQN,1,2785,66.0
RND-DQN,1,2809,24.0
RND-DQN,1,2858,49.0
RND-DQN,1,2925,67.0
RND-DQN,1,2978,53.0
RND-DQN,1,2988,10.0
RND-DQN,1,3058,70.0
RND-DQN,1,3131,73.0
RND-DQN,1,3144,13.0
RND-DQN,1,3215,71.0
RND-DQN,1,3282,67.0
RND-DQN,1,3357,75.0
RND-DQN,1,3432,75.0
RND-DQN,1,3500,68.0
RND-DQN,1,3576,76.0
RND-DQN,1,3648,72.0
RND-DQN,1,3729,81.0
RND-DQN,1,3799,70.0
RND-DQN,1,3857,58.0
RND-DQN,1,3921,64.0
RND-DQN,1,3979,58.0
RND-DQN,1,4043,64.0
RND-DQN,1,4147,104.0
RND-DQN,1,4232,85.0
RND-DQN,1,4322,90.0
RND-DQN,1,4410,88.0
RND-DQN,1,4491,81.0
RND-DQN,1,4583,92.0
RND-DQN,1,4673,90.0
RND-DQN,1,4772,99.0
RND-DQN,1,4872,100.0
RND-DQN,1,4985,113.0
RND-DQN,1,5113,128.0
RND-DQN,1,5224,111.0
RND-DQN,1,5347,123.0
RND-DQN,1,5444,97.0
RND-DQN,1,5546,102.0
RND-DQN,1,5655,109.0
RND-DQN,1,5755,100.0
RND-DQN,1,5876,121.0
RND-DQN,1,5973,97.0
RND-DQN,1,6099,126.0
RND-DQN,1,6209,110.0
RND-DQN,1,6318,109.0
RND-DQN,1,6435,117.0
RND-DQN,1,6540,105.0
RND-DQN,1,6646,106.0
RND-DQN,1,6746,100.0
RND-DQN,1,6854,108.0
RND-DQN,1,6956,102.0
RND-DQN,1,7077,121.0
RND-DQN,1,7193,116.0
RND-DQN,1,7318,125.0
RND-DQN,1,7437,119.0
RND-DQN,1,7554,117.0
RND-DQN,1,7674,120.0
RND-DQN,1,7774,100.0
RND-DQN,1,7888,114.0
RND-DQN,1,8003,115.0
RND-DQN,1,8122,119.0
RND-DQN,1,8240,118.0
RND-DQN,1,8366,126.0
RND-DQN,1,8499,133.0
RND-DQN,1,8617,118.0
RND-DQN,1,8736,119.0
RND-DQN,1,8869,133.0
RND-DQN,1,9004,135.0
RND-DQN,1,9127,123.0
RND-DQN,1,9264,137.0
RND-DQN,1,9381,117.0
RND-DQN,1,9507,126.0
RND-DQN,1,9631,124.0
RND-DQN,1,9759,128.0
RND-DQN,1,9892,133.0
RND-DQN,1,10023,131.0
RND-DQN,1,10157,134.0
RND-DQN,1,10280,123.0
RND-DQN,1,10424,144.0
RND-DQN,1,10541,117.0
RND-DQN,1,10670,129.0
RND-DQN,1,10780,110.0
RND-DQN,1,10899,119.0
RND-DQN,1,11024,125.0
RND-DQN,1,11153,129.0
RND-DQN,1,11269,116.0
RND-DQN,1,11393,124.0
RND-DQN,1,11533,140.0
RND-DQN,1,11666,133.0
RND-DQN,1,11788,122.0
RND-DQN,1,11934,146.0
RND-DQN,1,12069,135.0
RND-DQN,1,12218,149.0
RND-DQN,1,12339,121.0
RND-DQN,1,12458,119.0
RND-DQN,1,12582,124.0
RND-DQN,1,12702,120.0
RND-DQN,1,12823,121.0
RND-DQN,1,12952,129.0
RND-DQN,1,13086,134.0
RND-DQN,1,13207,121.0
RND-DQN,1,13330,123.0
RND-DQN,1,13463,133.0
RND-DQN,1,13591,128.0
RND-DQN,1,13735,144.0
RND-DQN,1,13886,151.0
RND-DQN,1,14024,138.0
RND-DQN,1,14156,132.0
RND-DQN,1,14336,180.0
RND-DQN,1,14457,121.0
RND-DQN,1,14602,145.0
RND-DQN,1,14753,151.0
RND-DQN,1,14895,142.0
RND-DQN,1,15028,133.0
RND-DQN,1,15278,250.0
RND-DQN,1,15418,140.0
RND-DQN,1,15556,138.0
RND-DQN,1,15719,163.0
RND-DQN,1,15874,155.0
RND-DQN,1,15972,98.0
RND-DQN,1,16130,158.0
RND-DQN,1,16257,127.0
RND-DQN,1,16382,125.0
RND-DQN,1,16524,142.0
RND-DQN,1,16646,122.0
RND-DQN,1,16785,139.0
RND-DQN,1,16917,132.0
RND-DQN,1,17033,116.0
RND-DQN,1,17272,239.0
RND-DQN,1,17419,147.0
RND-DQN,1,17577,158.0
RND-DQN,1,17798,221.0
RND-DQN,1,17874,76.0
RND-DQN,1,18079,205.0
RND-DQN,1,18238,159.0
RND-DQN,1,18443,205.0
RND-DQN,1,18625,182.0
RND-DQN,1,18773,148.0
RND-DQN,1,18907,134.0
RND-DQN,1,19066,159.0
RND-DQN,1,19216,150.0
RND-DQN,1,19393,177.0
RND-DQN,1,19535,142.0
RND-DQN,1,19683,148.0
RND-DQN,1,19847,164.0
DQN,2,23,23.0
DQN,2,48,25.0
DQN,2,68,20.0
DQN,2,86,18.0
DQN,2,107,21.0
DQN,2,131,24.0
DQN,2,143,12.0
DQN,2,159,16.0
DQN,2,170,11.0
DQN,2,182,12.0
DQN,2,197,15.0
DQN,2,207,10.0
DQN,2,228,21.0
DQN,2,237,9.0
DQN,2,250,13.0
DQN,2,262,12.0
DQN,2,272,10.0
DQN,2,293,21.0
DQN,2,303,10.0
DQN,2,326,23.0
DQN,2,340,14.0
DQN,2,350,10.0
DQN,2,366,16.0
DQN,2,379,13.0
DQN,2,400,21.0
DQN,2,410,10.0
DQN,2,421,11.0
DQN,2,435,14.0
DQN,2,446,11.0
DQN,2,457,11.0
DQN,2,468,11.0
DQN,2,482,14.0
DQN,2,496,14.0
DQN,2,505,9.0
DQN,2,517,12.0
DQN,2,531,14.0
DQN,2,541,10.0
DQN,2,553,12.0
DQN,2,565,12.0
DQN,2,576,11.0
DQN,2,587,11.0
DQN,2,597,10.0
DQN,2,606,9.0
DQN,2,620,14.0
DQN,2,630,10.0
DQN,2,640,10.0
DQN,2,649,9.0
DQN,2,658,9.0
DQN,2,669,11.0
DQN,2,681,12.0
DQN,2,694,13.0
DQN,2,704,10.0
DQN,2,713,9.0
DQN,2,721,8.0
DQN,2,733,12.0
DQN,2,741,8.0
DQN,2,750,9.0
DQN,2,761,11.0
DQN,2,771,10.0
DQN,2,781,10.0
DQN,2,792,11.0
DQN,2,802,10.0
DQN,2,814,12.0
DQN,2,827,13.0
DQN,2,839,12.0
DQN,2,849,10.0
DQN,2,866,17.0
DQN,2,876,10.0
DQN,2,886,10.0
DQN,2,897,11.0
DQN,2,910,13.0
DQN,2,920,10.0
DQN,2,931,11.0
DQN,2,940,9.0
DQN,2,950,10.0
DQN,2,959,9.0
DQN,2,969,10.0
DQN,2,978,9.0
DQN,2,991,13.0
DQN,2,1001,10.0
DQN,2,1011,10.0
DQN,2,1020,9.0
DQN,2,1030,10.0
DQN,2,1040,10.0
DQN,2,1064,24.0
DQN,2,1074,10.0
DQN,2,1097,23.0
DQN,2,1109,12.0
DQN,2,1119,10.0
DQN,2,1128,9.0
DQN,2,1144,16.0
DQN,2,1153,9.0
DQN,2,1162,9.0
DQN,2,1171,9.0
DQN,2,1180,9.0
DQN,2,1193,13.0
DQN,2,1202,9.0
DQN,2,1213,11.0
DQN,2,1223,10.0
DQN,2,1233,10.0
DQN,2,1241,8.0
DQN,2,1250,9.0
DQN,2,1261,11.0
DQN,2,1272,11.0
DQN,2,1281,9.0
DQN,2,1292,11.0
DQN,2,1304,12.0
DQN,2,1313,9.0
DQN,2,1323,10.0
DQN,2,1332,9.0
DQN,2,1341,9.0
DQN,2,1350,9.0
DQN,2,1360,10.0
DQN,2,1369,9.0
DQN,2,1378,9.0
DQN,2,1387,9.0
DQN,2,1396,9.0
DQN,2,1406,10.0
DQN,2,1414,8.0
DQN,2,1424,10.0
DQN,2,1434,10.0
DQN,2,1443,9.0
DQN,2,1452,9.0
DQN,2,1463,11.0
DQN,2,1472,9.0
DQN,2,1484,12.0
DQN,2,1493,9.0
DQN,2,1503,10.0
DQN,2,1512,9.0
DQN,2,1521,9.0
DQN,2,1529,8.0
DQN,2,1540,11.0
DQN,2,1551,11.0
DQN,2,1559,8.0
DQN,2,1568,9.0
DQN,2,1579,11.0
DQN,2,1589,10.0
DQN,2,1598,9.0
DQN,2,1608,10.0
DQN,2,1618,10.0
DQN,2,1628,10.0
DQN,2,1652,24.0
DQN,2,1677,25.0
DQN,2,1688,11.0
DQN,2,1697,9.0
DQN,2,1706,9.0
DQN,2,1715,9.0
DQN,2,1727,12.0
DQN,2,1737,10.0
DQN,2,1747,10.0
DQN,2,1757,10.0
DQN,2,1779,22.0
DQN,2,1800,21.0
DQN,2,1810,10.0
DQN,2,1819,9.0
DQN,2,1828,9.0
DQN,2,1839,11.0
DQN,2,1848,9.0
DQN,2,1857,9.0
DQN,2,1866,9.0
DQN,2,1876,10.0
DQN,2,1886,10.0
DQN,2,1895,9.0
DQN,2,1905,10.0
DQN,2,1914,9.0
DQN,2,1926,12.0
DQN,2,1935,9.0
DQN,2,1945,10.0
DQN,2,1980,35.0
DQN,2,1990,10.0
DQN,2,2000,10.0
DQN,2,2009,9.0
DQN,2,2018,9.0
DQN,2,2028,10.0
DQN,2,2044,16.0
DQN,2,2054,10.0
DQN,2,2083,29.0
DQN,2,2093,10.0
DQN,2,2104,11.0
DQN,2,2114,10.0
DQN,2,2155,41.0
DQN,2,2165,10.0
DQN,2,2175,10.0
DQN,2,2185,10.0
DQN,2,2207,22.0
DQN,2,2227,20.0
DQN,2,2237,10.0
DQN,2,2248,11.0
DQN,2,2257,9.0
DQN,2,2296,39.0
DQN,2,2304,8.0
DQN,2,2331,27.0
DQN,2,2340,9.0
DQN,2,2387,47.0
DQN,2,2415,28.0
DQN,2,2440,25.0
DQN,2,2467,27.0
DQN,2,2477,10.0
DQN,2,2488,11.0
DQN,2,2502,14.0
DQN,2,2529,27.0
DQN,2,2583,54.0
DQN,2,2593,10.0
DQN,2,2606,13.0
DQN,2,2621,15.0
DQN,2,2636,15.0
DQN,2,2648,12.0
DQN,2,2659,11.0
DQN,2,2672,13.0
DQN,2,2687,15.0
DQN,2,2696,9.0
DQN,2,2711,15.0
DQN,2,2719,8.0
DQN,2,2749,30.0
DQN,2,2785,36.0
DQN,2,2794,9.0
DQN,2,2811,17.0
DQN,2,2824,13.0
DQN,2,2944,120.0
DQN,2,2953,9.0
DQN,2,2963,10.0
DQN,2,2973,10.0
DQN,2,2986,13.0
DQN,2,2996,10.0
DQN,2,3006,10.0
DQN,2,3016,10.0
DQN,2,3025,9.0
DQN,2,3061,36.0
DQN,2,3073,12.0
DQN,2,3253,180.0
DQN,2,3325,72.0
DQN,2,3344,19.0
DQN,2,3354,10.0
DQN,2,3366,12.0
DQN,2,3432,66.0
DQN,2,3469,37.0
DQN,2,3517,48.0
DQN,2,3548,31.0
DQN,2,3558,10.0
DQN,2,3570,12.0
DQN,2,3593,23.0
DQN,2,3680,87.0
DQN,2,3754,74.0
DQN,2,3875,121.0
DQN,2,3910,35.0
DQN,2,3984,74.0
DQN,2,4045,61.0
DQN,2,4069,24.0
DQN,2,4178,109.0
DQN,2,4316,138.0
DQN,2,4499,183.0
DQN,2,4667,168.0
DQN,2,4774,107.0
DQN,2,4868,94.0
DQN,2,5087,219.0
DQN,2,5239,152.0
DQN,2,5446,207.0
DQN,2,5698,252.0
DQN,2,5900,202.0
DQN,2,6160,260.0
DQN,2,6326,166.0
DQN,2,6513,187.0
DQN,2,6757,244.0
DQN,2,6987,230.0
DQN,2,7189,202.0
DQN,2,7378,189.0
DQN,2,7578,200.0
DQN,2,7811,233.0
DQN,2,8311,500.0
DQN,2,8537,226.0
DQN,2,8738,201.0
DQN,2,8954,216.0
DQN,2,9177,223.0
DQN,2,9364,187.0
DQN,2,9569,205.0
DQN,2,9747,178.0
DQN,2,9978,231.0
DQN,2,10203,225.0
DQN,2,10506,303.0
DQN,2,10737,231.0
DQN,2,11010,273.0
DQN,2,11277,267.0
DQN,2,11513,236.0
DQN,2,11734,221.0
DQN,2,12011,277.0
DQN,2,12225,214.0
DQN,2,12479,254.0
DQN,2,12678,199.0
DQN,2,12918,240.0
DQN,2,13127,209.0
DQN,2,13390,263.0
DQN,2,13701,311.0
DQN,2,13955,254.0
DQN,2,14197,242.0
DQN,2,14506,309.0
DQN,2,14779,273.0
DQN,2,15011,232.0
DQN,2,15309,298.0
DQN,2,15809,500.0
DQN,2,16077,268.0
DQN,2,16306,229.0
DQN,2,16522,216.0
DQN,2,16836,314.0
DQN,2,17123,287.0
DQN,2,17390,267.0
DQN,2,17684,294.0
DQN,2,17906,222.0
DQN,2,18226,320.0
DQN,2,18434,208.0
DQN,2,18742,308.0
DQN,2,18969,227.0
DQN,2,19243,274.0
DQN,2,19477,234.0
DQN,2,19731,254.0
DQN,2,19921,190.0
RND-DQN,2,14,14.0
RND-DQN,2,42,28.0
RND-DQN,2,52,10.0
RND-DQN,2,79,27.0
RND-DQN,2,95,16.0
RND-DQN,2,106,11.0
RND-DQN,2,163,57.0
RND-DQN,2,174,11.0
RND-DQN,2,188,14.0
RND-DQN,2,203,15.0
RND-DQN,2,217,14.0
RND-DQN,2,227,10.0
RND-DQN,2,241,14.0
RND-DQN,2,262,21.0
RND-DQN,2,274,12.0
RND-DQN,2,300,26.0
RND-DQN,2,318,18.0
RND-DQN,2,328,10.0
RND-DQN,2,344,16.0
RND-DQN,2,354,10.0
RND-DQN,2,365,11.0
RND-DQN,2,374,9.0
RND-DQN,2,391,17.0
RND-DQN,2,408,17.0
RND-DQN,2,417,9.0
RND-DQN,2,428,11.0
RND-DQN,2,440,12.0
RND-DQN,2,452,12.0
RND-DQN,2,464,12.0
RND-DQN,2,476,12.0
RND-DQN,2,486,10.0
RND-DQN,2,500,14.0
RND-DQN,2,515,15.0
RND-DQN,2,532,17.0
RND-DQN,2,544,12.0
RND-DQN,2,557,13.0
RND-DQN,2,568,11.0
RND-DQN,2,581,13.0
RND-DQN,2,591,10.0
RND-DQN,2,601,10.0
RND-DQN,2,610,9.0
RND-DQN,2,631,21.0
RND-DQN,2,642,11.0
RND-DQN,2,652,10.0
RND-DQN,2,662,10.0
RND-DQN,2,671,9.0
RND-DQN,2,683,12.0
RND-DQN,2,698,15.0
RND-DQN,2,706,8.0
RND-DQN,2,716,10.0
RND-DQN,2,725,9.0
RND-DQN,2,736,11.0
RND-DQN,2,746,10.0
RND-DQN,2,756,10.0
RND-DQN,2,769,13.0
RND-DQN,2,780,11.0
RND-DQN,2,790,10.0
RND-DQN,2,799,9.0
RND-DQN,2,808,9.0
RND-DQN,2,818,10.0
RND-DQN,2,830,12.0
RND-DQN,2,843,13.0
RND-DQN,2,852,9.0
RND-DQN,2,863,11.0
RND-DQN,2,873,10.0
RND-DQN,2,883,10.0
RND-DQN,2,893,10.0
RND-DQN,2,901,8.0
RND-DQN,2,912,11.0
RND-DQN,2,922,10.0
RND-DQN,2,931,9.0
RND-DQN,2,940,9.0
RND-DQN,2,948,8.0
RND-DQN,2,957,9.0
RND-DQN,2,968,11.0
RND-DQN,2,978,10.0
RND-DQN,2,991,13.0
RND-DQN,2,1002,11.0
RND-DQN,2,1012,10.0
RND-DQN,2,1022,10.0
RND-DQN,2,1031,9.0
RND-DQN,2,1043,12.0
RND-DQN,2,1059,16.0
RND-DQN,2,1069,10.0
RND-DQN,2,1078,9.0
RND-DQN,2,1086,8.0
RND-DQN,2,1099,13.0
RND-DQN,2,1109,10.0
RND-DQN,2,1126,17.0
RND-DQN,2,1140,14.0
RND-DQN,2,1150,10.0
RND-DQN,2,1160,10.0
RND-DQN,2,1170,10.0
RND-DQN,2,1180,10.0
RND-DQN,2,1191,11.0
RND-DQN,2,1199,8.0
RND-DQN,2,1208,9.0
RND-DQN,2,1230,22.0
RND-DQN,2,1240,10.0
RND-DQN,2,1250,10.0
RND-DQN,2,1260,10.0
RND-DQN,2,1270,10.0
RND-DQN,2,1280,10.0
RND-DQN,2,1291,11.0
RND-DQN,2,1301,10.0
RND-DQN,2,1310,9.0
RND-DQN,2,1319,9.0
RND-DQN,2,1331,12.0
RND-DQN,2,1341,10.0
RND-DQN,2,1351,10.0
RND-DQN,2,1360,9.0
RND-DQN,2,1369,9.0
RND-DQN,2,1387,18.0
RND-DQN,2,1398,11.0
RND-DQN,2,1411,13.0
RND-DQN,2,1421,10.0
RND-DQN,2,1451,30.0
RND-DQN,2,1460,9.0
RND-DQN,2,1470,10.0
RND-DQN,2,1480,10.0
RND-DQN,2,1492,12.0
RND-DQN,2,1502,10.0
RND-DQN,2,1511,9.0
RND-DQN,2,1521,10.0
RND-DQN,2,1531,10.0
RND-DQN,2,1544,13.0
RND-DQN,2,1554,10.0
RND-DQN,2,1575,21.0
RND-DQN,2,1583,8.0
RND-DQN,2,1606,23.0
RND-DQN,2,1633,27.0
RND-DQN,2,1643,10.0
RND-DQN,2,1684,41.0
RND-DQN,2,1694,10.0
RND-DQN,2,1704,10.0
RND-DQN,2,1714,10.0
RND-DQN,2,1724,10.0
RND-DQN,2,1735,11.0
RND-DQN,2,1750,15.0
RND-DQN,2,1759,9.0
RND-DQN,2,1777,18.0
RND-DQN,2,1788,11.0
RND-DQN,2,1798,10.0
RND-DQN,2,1820,22.0
RND-DQN,2,1831,11.0
RND-DQN,2,1840,9.0
RND-DQN,2,1848,8.0
RND-DQN,2,1864,16.0
RND-DQN,2,1874,10.0
RND-DQN,2,1883,9.0
RND-DQN,2,1893,10.0
RND-DQN,2,1903,10.0
RND-DQN,2,1913,10.0
RND-DQN,2,1923,10.0
RND-DQN,2,1932,9.0
RND-DQN,2,1954,22.0
RND-DQN,2,1964,10.0
RND-DQN,2,1974,10.0
RND-DQN,2,1983,9.0
RND-DQN,2,1992,9.0
RND-DQN,2,2002,10.0
RND-DQN,2,2011,9.0
RND-DQN,2,2022,11.0
RND-DQN,2,2037,15.0
RND-DQN,2,2046,9.0
RND-DQN,2,2061,15.0
RND-DQN,2,2074,13.0
RND-DQN,2,2083,9.0
RND-DQN,2,2108,25.0
RND-DQN,2,2125,17.0
RND-DQN,2,2135,10.0
RND-DQN,2,2147,12.0
RND-DQN,2,2170,23.0
RND-DQN,2,2192,22.0
RND-DQN,2,2222,30.0
RND-DQN,2,2230,8.0
RND-DQN,2,2242,12.0
RND-DQN,2,2257,15.0
RND-DQN,2,2266,9.0
RND-DQN,2,2292,26.0
RND-DQN,2,2301,9.0
RND-DQN,2,2318,17.0
RND-DQN,2,2338,20.0
RND-DQN,2,2361,23.0
RND-DQN,2,2371,10.0
RND-DQN,2,2382,11.0
RND-DQN,2,2393,11.0
RND-DQN,2,2402,9.0
RND-DQN,2,2427,25.0
RND-DQN,2,2436,9.0
RND-DQN,2,2455,19.0
RND-DQN,2,2464,9.0
RND-DQN,2,2479,15.0
RND-DQN,2,2489,10.0
RND-DQN,2,2498,9.0
RND-DQN,2,2509,11.0
RND-DQN,2,2519,10.0
RND-DQN,2,2541,22.0
RND-DQN,2,2551,10.0
RND-DQN,2,2560,9.0
RND-DQN,2,2570,10.0
RND-DQN,2,2585,15.0
RND-DQN,2,2597,12.0
RND-DQN,2,2621,24.0
RND-DQN,2,2638,17.0
RND-DQN,2,2648,10.0
RND-DQN,2,2659,11.0
RND-DQN,2,2670,11.0
RND-DQN,2,2692,22.0
RND-DQN,2,2717,25.0
RND-DQN,2,2727,10.0
RND-DQN,2,2738,11.0
RND-DQN,2,2758,20.0
RND-DQN,2,2771,13.0
RND-DQN,2,2797,26.0
RND-DQN,2,2823,26.0
RND-DQN,2,2836,13.0
RND-DQN,2,2847,11.0
RND-DQN,2,2861,14.0
RND-DQN,2,2870,9.0
RND-DQN,2,2880,10.0
RND-DQN,2,2904,24.0
RND-DQN,2,2914,10.0
RND-DQN,2,2945,31.0
RND-DQN,2,2964,19.0
RND-DQN,2,2975,11.0
RND-DQN,2,2986,11.0
RND-DQN,2,3003,17.0
RND-DQN,2,3027,24.0
RND-DQN,2,3049,22.0
RND-DQN,2,3068,19.0
RND-DQN,2,3081,13.0
RND-DQN,2,3111,30.0
RND-DQN,2,3145,34.0
RND-DQN,2,3169,24.0
RND-DQN,2,3180,11.0
RND-DQN,2,3197,17.0
RND-DQN,2,3219,22.0
