step,n,mean,median,iqm,std,se,ci95,ci95_width,group
15000,30,203.11999999999998,199.10000000000002,199.875,62.99770329694293,11.501754388917739,22.54343860227877,45.08687720455754,Large (30 seeds)
16000,30,198.00666666666666,191.2,190.4375,76.56518490952585,13.978826298167151,27.398499544407617,54.796999088815234,Large (30 seeds)
17000,30,208.95999999999998,213.2,213.03750000000002,67.54473153859367,12.331924368106126,24.170571761488006,48.34114352297601,Large (30 seeds)
18000,30,219.17999999999995,203.6,207.8625,62.37544499184783,11.3881460854859,22.320766327552363,44.641532655104726,Large (30 seeds)
19000,30,212.67999999999998,207.10000000000002,208.2375,62.440539439672065,11.400030651299792,22.344060076547592,44.688120153095184,Large (30 seeds)
20000,30,236.35333333333335,229.7,231.46250000000003,76.67131250291428,13.998202457124675,27.43647681596436,54.87295363192872,Large (30 seeds)
21000,30,230.78,239.0,231.475,89.54664898714852,16.348906533086126,32.04385680484881,64.08771360969762,Large (30 seeds)
22000,30,238.08000000000004,236.39999999999998,236.55,96.98231050930957,17.70646638163973,34.70467410801387,69.40934821602774,Large (30 seeds)
23000,30,280.68,286.5,285.3375,96.77210484360701,17.668088253366168,34.62945297659769,69.25890595319538,Large (30 seeds)
24000,30,279.6666666666667,281.6,281.15,93.80354133941901,17.126105188489387,33.5671661694392,67.1343323388784,Large (30 seeds)
25000,30,248.27999999999994,247.2,237.3,97.45759254582265,17.79324061249813,34.87475160049634,69.74950320099268,Large (30 seeds)
26000,30,252.08666666666667,271.6,256.725,93.61831066599109,17.092286849096602,33.50088222422934,67.00176444845869,Large (30 seeds)
27000,30,261.82,253.10000000000002,264.09999999999997,96.17336859851696,17.558774470888913,34.41519796294227,68.83039592588455,Large (30 seeds)
28000,30,270.84,260.79999999999995,267.05,95.47936986053855,17.43206821633195,34.16685370401062,68.33370740802124,Large (30 seeds)
29000,30,289.65999999999997,287.1,287.7,115.88353428007525,21.157341922873467,41.468390168831995,82.93678033766399,Large (30 seeds)
30000,30,284.5666666666666,314.5,294.575,109.27841170317134,19.951417046054495,39.104777410266806,78.20955482053361,Large (30 seeds)
31000,30,324.71333333333325,320.70000000000005,328.15000000000003,96.80444109694531,17.673992018492363,34.64102435624503,69.28204871249007,Large (30 seeds)
32000,30,336.23999999999995,345.0,354.125,111.01591560331059,20.268640406007652,39.726535195775,79.45307039155,Large (30 seeds)
33000,30,341.2133333333333,354.5,361.3375,113.05790927915974,20.64145573885614,40.45725324815804,80.91450649631608,Large (30 seeds)
34000,30,348.39333333333343,362.9,365.52500000000003,105.84200956381048,19.324018723258842,37.87507669758733,75.75015339517466,Large (30 seeds)
35000,30,349.29999999999995,356.2,355.6625,97.436830110944,17.789449927854207,34.867321858594245,69.73464371718849,Large (30 seeds)
36000,30,345.4866666666666,354.9,359.5375,102.8081666329907,18.770117320212982,36.78942994761744,73.57885989523488,Large (30 seeds)
37000,30,359.8,364.0,364.025,91.40728108024413,16.688609922621634,32.7096754483384,65.4193508966768,Large (30 seeds)
38000,30,340.32,335.20000000000005,347.5875,102.51127574648758,18.715912708327828,36.68318890832254,73.36637781664508,Large (30 seeds)
39000,30,334.3733333333333,329.20000000000005,332.9875,107.56187933026028,19.638022545610742,38.49052418939705,76.9810483787941,Large (30 seeds)
40000,30,346.46,352.4,353.91249999999997,99.74472451696639,18.210811870027026,35.69319126525297,71.38638253050594,Large (30 seeds)
41000,30,378.8933333333333,424.9,397.025,106.443143098293,19.43377018889514,38.09018957023447,76.18037914046894,Large (30 seeds)
42000,30,373.9466666666667,415.6,395.9625,100.20050152442914,18.294024986086875,35.856288972730276,71.71257794546055,Large (30 seeds)
43000,30,373.0400000000001,395.8,394.4625,103.047165632188,18.813752367906822,36.87495464109737,73.74990928219474,Large (30 seeds)
44000,30,391.1066666666667,428.70000000000005,413.63750000000005,103.16324837892589,18.834946080881988,36.9164943185287,73.8329886370574,Large (30 seeds)
45000,30,367.61333333333334,391.2,384.05,104.5869370538159,19.094874881582623,37.42595476790194,74.85190953580388,Large (30 seeds)
46000,30,390.8733333333333,414.29999999999995,401.375,81.44160562290494,14.869134839701537,29.143504285815013,58.287008571630025,Large (30 seeds)
47000,30,409.5,429.8,427.20000000000005,82.25789135186467,15.018167542075135,29.435608382467265,58.87121676493453,Large (30 seeds)
48000,30,411.9866666666667,432.5,429.3375,86.51983919721906,15.796289200012179,30.96072683202387,61.92145366404774,Large (30 seeds)
49000,30,408.02666666666664,432.6,435.2875,97.92623167759858,17.87880202043257,35.042451960047835,70.08490392009567,Large (30 seeds)
50000,30,395.9533333333333,407.6,408.6875,83.54198091206986,15.252609148068892,29.89511393021503,59.79022786043006,Large (30 seeds)
